datetime,count
1/20/2011 0:00,0
1/20/2011 1:00,0
1/20/2011 2:00,0
1/20/2011 3:00,0
1/20/2011 4:00,0
1/20/2011 5:00,0
1/20/2011 6:00,0
1/20/2011 7:00,0
1/20/2011 8:00,0
1/20/2011 9:00,0
1/20/2011 10:00,0
1/20/2011 11:00,0
1/20/2011 12:00,0
1/20/2011 13:00,0
1/20/2011 14:00,0
1/20/2011 15:00,0
1/20/2011 16:00,0
1/20/2011 17:00,0
1/20/2011 18:00,0
1/20/2011 19:00,0
1/20/2011 20:00,0
1/20/2011 21:00,0
1/20/2011 22:00,0
1/20/2011 23:00,0
1/21/2011 0:00,0
1/21/2011 1:00,0
1/21/2011 2:00,0
1/21/2011 3:00,0
1/21/2011 4:00,0
1/21/2011 5:00,0
1/21/2011 6:00,0
1/21/2011 7:00,0
1/21/2011 8:00,0
1/21/2011 9:00,0
1/21/2011 10:00,0
1/21/2011 11:00,0
1/21/2011 12:00,0
1/21/2011 13:00,0
1/21/2011 14:00,0
1/21/2011 15:00,0
1/21/2011 16:00,0
1/21/2011 17:00,0
1/21/2011 18:00,0
1/21/2011 19:00,0
1/21/2011 20:00,0
1/21/2011 21:00,0
1/21/2011 22:00,0
1/21/2011 23:00,0
1/22/2011 0:00,0
1/22/2011 1:00,0
1/22/2011 2:00,0
1/22/2011 3:00,0
1/22/2011 4:00,0
1/22/2011 6:00,0
1/22/2011 7:00,0
1/22/2011 8:00,0
1/22/2011 9:00,0
1/22/2011 10:00,0
1/22/2011 11:00,0
1/22/2011 12:00,0
1/22/2011 13:00,0
1/22/2011 14:00,0
1/22/2011 15:00,0
1/22/2011 16:00,0
1/22/2011 17:00,0
1/22/2011 18:00,0
1/22/2011 19:00,0
1/22/2011 20:00,0
1/22/2011 21:00,0
1/22/2011 22:00,0
1/22/2011 23:00,0
1/23/2011 0:00,0
1/23/2011 1:00,0
1/23/2011 2:00,0
1/23/2011 3:00,0
1/23/2011 5:00,0
1/23/2011 6:00,0
1/23/2011 7:00,0
1/23/2011 8:00,0
1/23/2011 9:00,0
1/23/2011 10:00,0
1/23/2011 11:00,0
1/23/2011 12:00,0
1/23/2011 13:00,0
1/23/2011 14:00,0
1/23/2011 15:00,0
1/23/2011 16:00,0
1/23/2011 17:00,0
1/23/2011 18:00,0
1/23/2011 19:00,0
1/23/2011 20:00,0
1/23/2011 21:00,0
1/23/2011 22:00,0
1/23/2011 23:00,0
1/24/2011 0:00,0
1/24/2011 1:00,0
1/24/2011 3:00,0
1/24/2011 4:00,0
1/24/2011 5:00,0
1/24/2011 6:00,0
1/24/2011 7:00,0
1/24/2011 8:00,0
1/24/2011 9:00,0
1/24/2011 10:00,0
1/24/2011 11:00,0
1/24/2011 12:00,0
1/24/2011 13:00,0
1/24/2011 14:00,0
1/24/2011 15:00,0
1/24/2011 16:00,0
1/24/2011 17:00,0
1/24/2011 18:00,0
1/24/2011 19:00,0
1/24/2011 20:00,0
1/24/2011 21:00,0
1/24/2011 22:00,0
1/24/2011 23:00,0
1/25/2011 0:00,0
1/25/2011 1:00,0
1/25/2011 2:00,0
1/25/2011 4:00,0
1/25/2011 5:00,0
1/25/2011 6:00,0
1/25/2011 7:00,0
1/25/2011 8:00,0
1/25/2011 9:00,0
1/25/2011 10:00,0
1/25/2011 11:00,0
1/25/2011 12:00,0
1/25/2011 13:00,0
1/25/2011 14:00,0
1/25/2011 15:00,0
1/25/2011 16:00,0
1/25/2011 17:00,0
1/25/2011 18:00,0
1/25/2011 19:00,0
1/25/2011 20:00,0
1/25/2011 21:00,0
1/25/2011 22:00,0
1/25/2011 23:00,0
1/26/2011 0:00,0
1/26/2011 1:00,0
1/26/2011 2:00,0
1/26/2011 5:00,0
1/26/2011 6:00,0
1/26/2011 7:00,0
1/26/2011 8:00,0
1/26/2011 9:00,0
1/26/2011 10:00,0
1/26/2011 11:00,0
1/26/2011 12:00,0
1/26/2011 13:00,0
1/26/2011 14:00,0
1/26/2011 15:00,0
1/26/2011 16:00,0
1/26/2011 17:00,0
1/27/2011 16:00,0
1/27/2011 17:00,0
1/27/2011 18:00,0
1/27/2011 19:00,0
1/27/2011 20:00,0
1/27/2011 21:00,0
1/27/2011 22:00,0
1/27/2011 23:00,0
1/28/2011 0:00,0
1/28/2011 1:00,0
1/28/2011 2:00,0
1/28/2011 3:00,0
1/28/2011 5:00,0
1/28/2011 6:00,0
1/28/2011 7:00,0
1/28/2011 8:00,0
1/28/2011 9:00,0
1/28/2011 10:00,0
1/28/2011 11:00,0
1/28/2011 12:00,0
1/28/2011 13:00,0
1/28/2011 14:00,0
1/28/2011 15:00,0
1/28/2011 16:00,0
1/28/2011 17:00,0
1/28/2011 18:00,0
1/28/2011 19:00,0
1/28/2011 20:00,0
1/28/2011 21:00,0
1/28/2011 22:00,0
1/28/2011 23:00,0
1/29/2011 0:00,0
1/29/2011 1:00,0
1/29/2011 2:00,0
1/29/2011 3:00,0
1/29/2011 4:00,0
1/29/2011 6:00,0
1/29/2011 7:00,0
1/29/2011 8:00,0
1/29/2011 9:00,0
1/29/2011 10:00,0
1/29/2011 11:00,0
1/29/2011 12:00,0
1/29/2011 13:00,0
1/29/2011 14:00,0
1/29/2011 15:00,0
1/29/2011 16:00,0
1/29/2011 17:00,0
1/29/2011 18:00,0
1/29/2011 19:00,0
1/29/2011 20:00,0
1/29/2011 21:00,0
1/29/2011 22:00,0
1/29/2011 23:00,0
1/30/2011 0:00,0
1/30/2011 1:00,0
1/30/2011 2:00,0
1/30/2011 3:00,0
1/30/2011 4:00,0
1/30/2011 5:00,0
1/30/2011 7:00,0
1/30/2011 8:00,0
1/30/2011 9:00,0
1/30/2011 10:00,0
1/30/2011 11:00,0
1/30/2011 12:00,0
1/30/2011 13:00,0
1/30/2011 14:00,0
1/30/2011 15:00,0
1/30/2011 16:00,0
1/30/2011 17:00,0
1/30/2011 18:00,0
1/30/2011 19:00,0
1/30/2011 20:00,0
1/30/2011 21:00,0
1/30/2011 22:00,0
1/30/2011 23:00,0
1/31/2011 0:00,0
1/31/2011 1:00,0
1/31/2011 2:00,0
1/31/2011 3:00,0
1/31/2011 4:00,0
1/31/2011 5:00,0
1/31/2011 6:00,0
1/31/2011 7:00,0
1/31/2011 8:00,0
1/31/2011 9:00,0
1/31/2011 10:00,0
1/31/2011 11:00,0
1/31/2011 12:00,0
1/31/2011 13:00,0
1/31/2011 14:00,0
1/31/2011 15:00,0
1/31/2011 16:00,0
1/31/2011 17:00,0
1/31/2011 18:00,0
1/31/2011 19:00,0
1/31/2011 20:00,0
1/31/2011 21:00,0
1/31/2011 22:00,0
1/31/2011 23:00,0
2/20/2011 0:00,0
2/20/2011 1:00,0
2/20/2011 2:00,0
2/20/2011 3:00,0
2/20/2011 4:00,0
2/20/2011 6:00,0
2/20/2011 7:00,0
2/20/2011 8:00,0
2/20/2011 9:00,0
2/20/2011 10:00,0
2/20/2011 11:00,0
2/20/2011 12:00,0
2/20/2011 13:00,0
2/20/2011 14:00,0
2/20/2011 15:00,0
2/20/2011 16:00,0
2/20/2011 17:00,0
2/20/2011 18:00,0
2/20/2011 19:00,0
2/20/2011 20:00,0
2/20/2011 21:00,0
2/20/2011 22:00,0
2/20/2011 23:00,0
2/21/2011 0:00,0
2/21/2011 1:00,0
2/21/2011 2:00,0
2/21/2011 3:00,0
2/21/2011 4:00,0
2/21/2011 5:00,0
2/21/2011 6:00,0
2/21/2011 7:00,0
2/21/2011 8:00,0
2/21/2011 9:00,0
2/21/2011 10:00,0
2/21/2011 11:00,0
2/21/2011 12:00,0
2/21/2011 13:00,0
2/21/2011 14:00,0
2/21/2011 15:00,0
2/21/2011 16:00,0
2/21/2011 17:00,0
2/21/2011 18:00,0
2/21/2011 19:00,0
2/21/2011 20:00,0
2/21/2011 21:00,0
2/21/2011 22:00,0
2/21/2011 23:00,0
2/22/2011 6:00,0
2/22/2011 7:00,0
2/22/2011 8:00,0
2/22/2011 9:00,0
2/22/2011 10:00,0
2/22/2011 11:00,0
2/22/2011 12:00,0
2/22/2011 13:00,0
2/22/2011 14:00,0
2/22/2011 15:00,0
2/22/2011 16:00,0
2/22/2011 17:00,0
2/22/2011 18:00,0
2/22/2011 19:00,0
2/22/2011 20:00,0
2/22/2011 21:00,0
2/22/2011 22:00,0
2/22/2011 23:00,0
2/23/2011 0:00,0
2/23/2011 1:00,0
2/23/2011 2:00,0
2/23/2011 3:00,0
2/23/2011 5:00,0
2/23/2011 6:00,0
2/23/2011 7:00,0
2/23/2011 8:00,0
2/23/2011 9:00,0
2/23/2011 10:00,0
2/23/2011 11:00,0
2/23/2011 12:00,0
2/23/2011 13:00,0
2/23/2011 14:00,0
2/23/2011 15:00,0
2/23/2011 16:00,0
2/23/2011 17:00,0
2/23/2011 18:00,0
2/23/2011 19:00,0
2/23/2011 20:00,0
2/23/2011 21:00,0
2/23/2011 22:00,0
2/23/2011 23:00,0
2/24/2011 0:00,0
2/24/2011 1:00,0
2/24/2011 2:00,0
2/24/2011 3:00,0
2/24/2011 5:00,0
2/24/2011 6:00,0
2/24/2011 7:00,0
2/24/2011 8:00,0
2/24/2011 9:00,0
2/24/2011 10:00,0
2/24/2011 11:00,0
2/24/2011 12:00,0
2/24/2011 13:00,0
2/24/2011 14:00,0
2/24/2011 15:00,0
2/24/2011 16:00,0
2/24/2011 17:00,0
2/24/2011 18:00,0
2/24/2011 19:00,0
2/24/2011 20:00,0
2/24/2011 21:00,0
2/24/2011 22:00,0
2/24/2011 23:00,0
2/25/2011 0:00,0
2/25/2011 1:00,0
2/25/2011 2:00,0
2/25/2011 3:00,0
2/25/2011 5:00,0
2/25/2011 6:00,0
2/25/2011 7:00,0
2/25/2011 8:00,0
2/25/2011 9:00,0
2/25/2011 10:00,0
2/25/2011 11:00,0
2/25/2011 12:00,0
2/25/2011 13:00,0
2/25/2011 14:00,0
2/25/2011 15:00,0
2/25/2011 16:00,0
2/25/2011 17:00,0
2/25/2011 18:00,0
2/25/2011 19:00,0
2/25/2011 20:00,0
2/25/2011 21:00,0
2/25/2011 22:00,0
2/25/2011 23:00,0
2/26/2011 0:00,0
2/26/2011 1:00,0
2/26/2011 2:00,0
2/26/2011 3:00,0
2/26/2011 4:00,0
2/26/2011 5:00,0
2/26/2011 6:00,0
2/26/2011 7:00,0
2/26/2011 8:00,0
2/26/2011 9:00,0
2/26/2011 10:00,0
2/26/2011 11:00,0
2/26/2011 12:00,0
2/26/2011 13:00,0
2/26/2011 14:00,0
2/26/2011 15:00,0
2/26/2011 16:00,0
2/26/2011 17:00,0
